generation,best_fitness,mean_fitness,median_fitness
0,0.017610193469165127,-0.00601904669458412,-0.004604889012350548
1,0.03707873630075981,0.012499201698688435,0.0135108518292709
2,0.059335750264230464,0.030222420341539574,0.029744855762529818
3,0.057199035493035864,0.03636053283111914,0.036850499770580816
4,0.06495544556062048,0.03919489612741035,0.03781786918430263
5,0.07596042136692946,0.04310127412647285,0.04131743400176385
6,0.07809964042454987,0.04152194666664698,0.03960805614967127
7,0.07827081472031226,0.04820497150596007,0.043879692237150804
8,0.12358459707104341,0.05722189150880574,0.055260547216520045
9,0.10032749726761706,0.06055076061610689,0.0635348339998863
