<<<<<<< HEAD
-2.327491434358169853e-02
-3.268286797200016525e-02
-2.316746905672711909e-03
-2.096193660676626269e-02
5.708471648836084544e-02
4.294461171765980717e-02
-2.457940096264674482e-02
-3.127825614290962591e-03
-1.844204916001030911e-02
4.319778330958142648e-03
8.442867625923278219e-02
4.523906823195118776e-02
9.792440287834638935e-02
1.529145850422332711e-02
4.804809477757389369e-02
4.000614219228856849e-03
5.190389057482387714e-02
7.585795258119386320e-03
4.457598525721722521e-02
1.157107553552051971e-01
5.283560535530221203e-02
3.915844103789098418e-02
2.813227958088381636e-02
4.640883875612468457e-02
3.325778104527950946e-02
4.981039730834244811e-02
2.210571888155934278e-02
4.454045964960481885e-02
-9.409225344235175315e-03
2.338284344018453503e-02
2.651070660754923508e-02
9.503837696495820442e-02
6.285244566056102933e-02
7.748025714313880319e-02
5.668823546258868612e-02
6.925979594551280594e-02
6.400584134645909140e-02
-1.821264289910341783e-03
1.660675681989447899e-02
3.046175770424210116e-02
1.774122206802172114e-02
-1.339048340326882275e-02
2.473060976458986426e-02
2.008681705651778338e-03
2.736154136154210492e-03
4.917371683200526256e-02
3.045650339324804112e-02
7.139679781318368501e-02
5.525278443655570054e-02
4.944356194862854770e-02
5.728693137789345191e-02
6.832438623805785205e-02
7.141819928016863994e-02
1.381735391723152573e-01
4.302536508213113120e-02
1.480283465558975831e-01
1.102239101041975894e-01
9.595670262386044036e-02
7.921981721803916798e-02
8.668205452687799406e-02
1.220168764430782093e-01
8.349584820141281449e-02
5.752186492058495443e-02
1.085831001746390828e-01
9.539143654359173718e-02
1.264846027517944060e-01
1.442720774713276422e-01
6.235785631593605133e-02
1.562250724388561385e-01
9.156237886238195733e-02
1.108338059285057797e-01
1.209336829235090893e-01
1.757906154945578503e-01
1.346734787651066023e-01
1.940068997631502201e-01
2.207515732535496877e-01
1.698558810307932987e-01
1.372846214363577233e-01
1.706313534427873757e-01
1.916947132168073664e-01
1.286481803265634161e-01
1.925122920493332612e-01
1.632711595505988711e-01
2.073294251203035843e-01
1.717088800523033365e-01
1.839858296087783784e-01
2.090807782845935103e-01
1.933117028147032790e-01
2.183939294204476633e-01
1.538195723334768727e-01
2.123379302722401829e-01
2.091428815840797872e-01
1.466804912062878996e-01
1.728186921882589600e-01
2.082745226923164716e-01
1.835820750522064171e-01
9.289337903331834623e-02
8.620075998852989863e-02
1.737870808590017968e-01
1.320515093466972933e-01
=======
7.746617983034552735e-01
5.165321815264722893e-01
7.300903209807204641e-01
8.032263951324565276e-01
7.701061470237228201e-01
6.667205653900762918e-01
7.942550671058214995e-01
8.387825885186818153e-01
9.313016728365841601e-01
9.461764733905220215e-01
9.455368824067749145e-01
8.373720953765069197e-01
1.000300265586915982e+00
9.832191828931678979e-01
1.060444543473436196e+00
1.054529292870205026e+00
9.221038678934880828e-01
1.146303916429629144e+00
1.002582644016985380e+00
1.240568442387836257e+00
1.276494083631910970e+00
1.201163618091301233e+00
1.181782442937454380e+00
1.238561941289358925e+00
1.008069299652796680e+00
1.107832757839477766e+00
1.020250912932669785e+00
1.173547574753091016e+00
1.179301813354557193e+00
1.070418451094857781e+00
1.324345475887702683e+00
1.155757769036135363e+00
1.207935441882137750e+00
1.080031411264325669e+00
1.382784919257632250e+00
1.301567925529591108e+00
1.182711444281524305e+00
1.261795064119197951e+00
1.281625807653287819e+00
1.306453696770645045e+00
1.180689329352089256e+00
1.252900720355231812e+00
1.177388579362184107e+00
1.114432085704479825e+00
1.123381327568595323e+00
6.944308263628946598e-01
1.274552381952532842e+00
1.019454913329339574e+00
1.175853183721499384e+00
9.895172721648324288e-01
1.062120249611207878e+00
1.059454147125234114e+00
8.975749759846844977e-01
8.698833565835507597e-01
1.200471484943842038e+00
9.978483100293564778e-01
1.186677363105160143e+00
1.176111423779266474e+00
1.113132496915919978e+00
1.094641755321902332e+00
1.111531291894565454e+00
1.234090686344301746e+00
1.305780688562739211e+00
1.050695944803305526e+00
1.158556526395186914e+00
1.080226797531597782e+00
1.141158615935463638e+00
1.286878924370851385e+00
1.110715700628636782e+00
8.440812528632812839e-01
1.162015129858711804e+00
1.303541518493033458e+00
1.404989750596118636e+00
1.378223149820881455e+00
1.198742287002204199e+00
5.584440550079378118e-01
1.174408944637682861e+00
1.256355372220662181e+00
1.129784556366196346e+00
1.120167987138407817e+00
1.082124336447365609e+00
1.247597306678100981e+00
1.289166373867762783e+00
1.377721593063417904e+00
1.451999887716112880e+00
1.357066265760848323e+00
1.483826387918709022e+00
1.406333883387700157e+00
1.385534815852284218e+00
1.530586631245519191e+00
1.515661581101427569e+00
1.349552845299358816e+00
1.338497012058842861e+00
1.504558908876250989e+00
1.451351688624950675e+00
1.410807607566576305e+00
1.489709136321097027e+00
1.322015796040695967e+00
1.380973216071901266e+00
1.383763169911585322e+00
>>>>>>> 9df0c22505bd8c4bb576749a4435aa9931d83fff
