generation,best_fitness,mean_fitness,median_fitness
0,70.70024871826172,76.93452453613281,76.753173828125
1,70.0211410522461,76.05057525634766,75.41705322265625
2,69.00179290771484,74.1960678100586,71.24319458007812
3,66.59194946289062,73.63088989257812,73.04449462890625
4,66.79598999023438,70.75801086425781,71.60831451416016
5,62.535213470458984,69.68043518066406,69.62366485595703
6,64.09627532958984,68.19082641601562,68.86578369140625
7,58.057044982910156,66.26060485839844,67.3724594116211
8,60.31100082397461,64.19219970703125,64.31678009033203
9,56.82779312133789,61.94049835205078,62.14841842651367
10,55.98307800292969,60.7907829284668,60.9080924987793
11,55.37465286254883,58.8357048034668,58.56618881225586
12,51.75646209716797,57.34959030151367,56.97199630737305
13,52.14476776123047,55.61262893676758,55.50975036621094
14,50.56584930419922,53.50988006591797,53.8443603515625
15,49.07589340209961,55.191184997558594,55.338600158691406
16,47.162315368652344,51.83354949951172,52.209754943847656
17,45.077850341796875,50.308067321777344,50.702056884765625
18,45.1057243347168,48.585784912109375,48.17803955078125
19,43.566673278808594,47.76285934448242,47.4073486328125
20,43.949119567871094,47.14583206176758,47.24978256225586
21,39.333213806152344,45.443565368652344,45.03670883178711
22,38.289798736572266,42.77061080932617,42.62879180908203
23,35.798912048339844,41.64311981201172,41.971824645996094
24,35.24280548095703,39.310302734375,38.6299934387207
25,35.61009216308594,38.2210693359375,37.60420227050781
26,33.04621124267578,37.45039367675781,37.56177520751953
27,34.70410919189453,36.63874435424805,36.64625930786133
28,32.42658233642578,36.88252258300781,37.454307556152344
29,32.730159759521484,36.27854537963867,35.74848937988281
30,32.38253402709961,36.06847381591797,37.122947692871094
31,33.40675354003906,35.1004753112793,34.4200553894043
32,33.46002960205078,35.45082092285156,34.76097869873047
33,30.836347579956055,34.81639862060547,35.37805938720703
34,27.907630920410156,34.19501495361328,33.771114349365234
35,29.266258239746094,32.21705627441406,32.45796203613281
36,25.61264419555664,30.404804229736328,30.128652572631836
37,24.23624038696289,29.2760009765625,30.198177337646484
38,25.084230422973633,28.001144409179688,28.292654037475586
39,25.987571716308594,27.50177574157715,27.438720703125
40,25.01445198059082,26.99859046936035,26.526504516601562
41,24.749042510986328,27.408544540405273,27.256792068481445
42,24.315399169921875,26.569284439086914,26.219348907470703
43,23.389707565307617,25.49654769897461,25.400901794433594
44,23.231460571289062,25.393169403076172,24.94193458557129
45,24.4062557220459,26.750499725341797,26.593212127685547
46,25.068531036376953,28.37691307067871,28.120235443115234
47,21.996078491210938,27.070415496826172,28.036849975585938
48,23.36981964111328,25.79612159729004,26.00171661376953
49,23.083473205566406,25.385652542114258,24.890167236328125
50,22.57257080078125,25.18056297302246,24.83917236328125
51,23.056581497192383,25.95017433166504,25.12484359741211
52,22.188961029052734,25.514297485351562,25.4572696685791
53,22.755815505981445,24.946941375732422,25.206275939941406
54,21.993545532226562,25.37245750427246,25.319713592529297
55,23.69424057006836,25.47032356262207,25.4996337890625
56,24.363155364990234,26.974401473999023,27.269607543945312
57,24.760984420776367,26.751224517822266,26.58224868774414
58,24.286523818969727,27.366790771484375,27.789033889770508
59,23.997936248779297,26.352514266967773,26.14725685119629
60,21.810367584228516,25.01259994506836,24.607685089111328
61,22.875370025634766,25.185039520263672,25.112592697143555
62,22.549190521240234,25.019519805908203,25.195646286010742
63,23.238338470458984,25.523025512695312,25.761945724487305
64,21.97856330871582,24.900896072387695,24.608928680419922
65,23.62566375732422,25.638641357421875,25.62696647644043
66,22.216148376464844,24.796710968017578,24.98919677734375
67,20.87844467163086,24.800039291381836,25.186969757080078
68,19.904287338256836,23.041730880737305,23.17761993408203
69,20.279640197753906,23.154308319091797,23.141714096069336
70,20.447280883789062,22.523685455322266,22.570209503173828
71,19.604324340820312,21.738096237182617,21.73290252685547
72,19.684553146362305,21.42652702331543,21.293758392333984
73,18.99032211303711,21.152509689331055,21.171768188476562
74,18.59890365600586,20.683332443237305,20.573078155517578
75,18.95334243774414,20.36373519897461,20.556135177612305
76,18.17305564880371,19.892332077026367,19.891857147216797
77,18.195293426513672,19.390262603759766,19.36993408203125
78,18.138559341430664,20.51105308532715,20.83616065979004
79,19.389545440673828,20.805456161499023,20.54794692993164
80,18.99425506591797,20.564651489257812,20.387405395507812
81,19.15700912475586,20.66499900817871,20.518762588500977
82,19.542654037475586,20.353221893310547,20.370437622070312
83,18.75592041015625,20.5405216217041,20.353710174560547
84,19.112979888916016,20.956520080566406,21.024734497070312
85,18.921785354614258,20.524017333984375,20.664093017578125
86,18.093706130981445,19.934066772460938,19.940658569335938
87,18.5152587890625,19.762554168701172,19.640783309936523
88,18.838287353515625,20.628576278686523,20.59689712524414
89,18.854413986206055,20.582141876220703,20.554061889648438
90,19.12457847595215,20.18446159362793,20.221168518066406
91,19.049331665039062,20.733993530273438,20.596633911132812
92,18.349477767944336,20.101491928100586,19.620037078857422
93,17.22992706298828,19.26429557800293,19.187564849853516
94,17.123851776123047,18.301795959472656,18.14071273803711
95,17.07009506225586,18.863243103027344,18.68349838256836
96,16.566402435302734,18.42405891418457,18.26511001586914
97,16.217636108398438,18.464065551757812,18.24619483947754
98,17.207244873046875,18.15184211730957,17.8804931640625
99,16.833341598510742,18.690876007080078,18.95425033569336
100,16.90847396850586,18.959659576416016,19.074121475219727
101,16.527523040771484,17.94553565979004,18.22341537475586
102,15.608152389526367,17.09286880493164,16.861438751220703
103,14.925581932067871,16.79092788696289,16.91259765625
104,14.53006362915039,15.71961784362793,15.646120071411133
105,13.664188385009766,15.72648811340332,15.631954193115234
106,13.828861236572266,14.65955638885498,14.579557418823242
107,14.291027069091797,15.680959701538086,15.651984214782715
108,14.14382266998291,15.50468921661377,15.452505111694336
109,13.535938262939453,15.964902877807617,16.114704132080078
110,14.255691528320312,15.092814445495605,14.963712692260742
111,13.696135520935059,15.082563400268555,15.05811595916748
112,13.305863380432129,14.99774169921875,15.273868560791016
113,13.659605979919434,14.674066543579102,14.686832427978516
114,13.939292907714844,15.133941650390625,14.922958374023438
115,12.699999809265137,14.76789379119873,15.078179359436035
116,13.46838665008545,14.662164688110352,14.193819046020508
117,12.582858085632324,14.766563415527344,14.923596382141113
118,12.581178665161133,13.710182189941406,13.513629913330078
119,12.548664093017578,13.60601806640625,13.402700424194336
120,12.352651596069336,13.627653121948242,13.534772872924805
121,11.918245315551758,13.489831924438477,13.52597427368164
122,11.889936447143555,13.010416984558105,12.961397171020508
123,12.611420631408691,13.472932815551758,13.258162498474121
124,11.841059684753418,13.020564079284668,12.971435546875
125,11.556825637817383,13.1554594039917,13.002362251281738
126,12.091312408447266,12.768542289733887,12.678033828735352
127,11.914834022521973,12.854955673217773,12.746454238891602
128,11.13676643371582,12.355653762817383,12.371739387512207
129,10.896276473999023,12.277104377746582,12.360217094421387
130,10.580676078796387,12.094714164733887,12.29155158996582
131,10.640005111694336,11.297593116760254,11.285743713378906
132,10.477537155151367,11.804957389831543,11.904999732971191
133,10.560490608215332,11.250741958618164,11.132884979248047
134,10.857650756835938,11.32397174835205,11.301624298095703
135,10.606222152709961,11.476312637329102,11.61484432220459
136,10.449017524719238,11.305264472961426,11.384258270263672
137,10.579937934875488,11.108373641967773,11.086194038391113
138,10.493390083312988,11.23609733581543,11.199043273925781
139,10.572806358337402,11.518353462219238,11.656254768371582
140,10.451689720153809,11.51408576965332,11.357927322387695
141,10.35665512084961,10.93304443359375,10.747445106506348
142,10.534090042114258,11.131124496459961,10.885425567626953
143,10.652305603027344,11.171597480773926,10.936807632446289
144,10.72333812713623,11.235119819641113,11.077289581298828
145,10.58891773223877,11.640475273132324,11.665452003479004
146,10.596244812011719,11.217028617858887,11.163843154907227
147,10.430105209350586,11.075913429260254,10.834033966064453
148,10.940099716186523,11.734720230102539,11.69287395477295
149,10.274046897888184,11.083781242370605,10.941330909729004
150,10.114455223083496,11.308279037475586,11.295199394226074
151,10.252586364746094,10.823646545410156,10.576486587524414
152,10.011147499084473,10.78814697265625,10.801734924316406
153,9.979068756103516,10.952214241027832,11.035947799682617
154,9.943599700927734,10.662514686584473,10.730411529541016
155,9.966346740722656,10.632841110229492,10.43276309967041
156,9.509876251220703,10.297354698181152,10.193361282348633
157,9.764824867248535,10.363804817199707,10.336393356323242
158,9.313882827758789,10.349738121032715,10.311834335327148
159,9.45461654663086,10.07435417175293,9.833719253540039
160,9.674705505371094,10.579183578491211,10.392694473266602
161,9.73309326171875,10.425457954406738,10.504375457763672
162,9.855707168579102,11.045665740966797,10.785257339477539
163,9.469799041748047,11.265143394470215,11.119217872619629
164,9.882335662841797,10.610452651977539,10.219183921813965
165,9.455881118774414,10.798830032348633,10.834319114685059
166,9.509859085083008,10.19715404510498,10.083589553833008
167,9.522321701049805,10.170037269592285,10.110240936279297
168,9.71834945678711,10.092737197875977,9.967408180236816
169,9.560361862182617,10.092572212219238,10.216785430908203
170,9.295281410217285,9.9397611618042,9.865276336669922
171,9.221504211425781,10.39309310913086,10.649700164794922
172,9.354602813720703,9.979336738586426,9.866050720214844
173,9.202276229858398,9.564508438110352,9.57089614868164
174,9.294930458068848,9.991718292236328,9.68198013305664
175,9.057657241821289,10.012213706970215,9.884271621704102
176,9.217660903930664,9.62219524383545,9.553394317626953
177,9.080883979797363,9.614015579223633,9.557476997375488
178,9.248331069946289,9.714007377624512,9.680891036987305
179,9.119710922241211,9.798503875732422,9.82286262512207
180,9.113249778747559,9.657180786132812,9.637290954589844
181,9.521217346191406,9.910417556762695,9.828091621398926
182,9.480414390563965,10.0034761428833,9.91916275024414
183,9.57710075378418,10.136407852172852,9.897789001464844
184,9.382782936096191,10.064281463623047,10.06017017364502
185,9.262811660766602,10.200338363647461,10.214372634887695
186,9.340327262878418,10.355938911437988,10.2610502243042
187,9.463186264038086,10.207287788391113,10.168196678161621
188,9.23878002166748,10.043341636657715,9.94281005859375
189,9.051036834716797,10.11544132232666,10.216175079345703
190,9.29948616027832,10.012200355529785,9.924276351928711
191,9.083147048950195,9.805216789245605,9.751890182495117
192,9.125017166137695,9.615002632141113,9.629204750061035
193,9.114747047424316,9.681502342224121,9.621715545654297
194,9.092540740966797,9.508230209350586,9.331747055053711
195,9.054367065429688,9.544492721557617,9.37890911102295
196,9.020013809204102,9.25800609588623,9.195184707641602
197,9.055703163146973,9.389825820922852,9.249561309814453
198,9.080459594726562,9.42164421081543,9.394157409667969
199,9.163058280944824,9.637629508972168,9.523364067077637
